Scale,Region_Name,Season_Name,Metrics,Sens_Slope,P_Value,Change_Point_Year,Change_Point_pvalue,lm_slope,Sens_Slope_pre,P_Value_pre,Sens_Slope_post,P_Value_post,Trend_Decadal,Trend_Decadal_lm,Trend_Decadal_pre,Trend_Decadal_post
Region x Season,Temperate Northern Atlantic,Autumn,Maximum_Intensity,0.007134803,0.005359425,2009,0.004986609,0.007120149,-0.001241065,0.737,0.013435394,0.4277,0.071,0.071201487,-0.012,0.134
Region x Season,Temperate Northern Atlantic,Autumn,Cumulative_Intensity,0.978021321,4.57E-10,1998,3.94E-06,1.193657587,0.241122294,0.149,1.727326108,0.0006,9.780,11.93657587,2.411,17.273
Region x Season,Temperate Northern Atlantic,Winter,Number_MHW_days,0.457828804,7.12E-10,2001,22,0.496554882,0.184671144,0.018,0.681397684,0.0023,4.578,4.965548818,1.847,6.814
Region x Season,Temperate Northern Atlantic,Winter,Nevents,0.034238674,1.48E-09,2001,4.22E-06,0.033466912,0.015091367,0.018,0.034189708,0.0103,0.342,0.334669115,0.151,0.342
Region x Season,Temperate Northern Atlantic,Winter,Mean_Intensity,-0.0011563,0.649547898,1993,0.269747902,-0.002990137,0.011409417,0.732,0.004335655,0.1709,-0.012,-0.029901366,0.114,0.043
Region x Season,Temperate Northern Atlantic,Winter,Maximum_Intensity,0.004504235,0.204097893,2009,0.084490083,0.002566699,-0.006744983,0.072,0.020363655,0.1272,0.045,0.025666994,-0.067,0.204
Region x Season,Temperate Northern Atlantic,Winter,Cumulative_Intensity,0.706465571,5.30E-10,2004,8.93E-06,0.820850834,0.309049381,0.002,1.322038273,0.0153,7.065,8.208508339,3.090,13.220
Region x Season,Temperate Northern Atlantic,Spring,Number_MHW_days,0.385833293,4.34E-08,2001,4.24E-05,0.401689282,0.197055549,0.098,0.529589952,0.0072,3.858,4.016892822,1.971,5.296
Region x Season,Temperate Northern Atlantic,Spring,Nevents,0.029021408,2.23E-08,1997,2.55E-05,0.02972578,0.006357438,0.499,0.024790885,0.0019,0.290,0.297257795,0.064,0.248
Region x Season,Temperate Northern Atlantic,Spring,Mean_Intensity,-0.002477185,0.31631607,1994,0.160860351,-0.004298043,0.002652872,0.951,0.004033399,0.2133,-0.025,-0.042980433,0.027,0.040
Region x Season,Temperate Northern Atlantic,Spring,Maximum_Intensity,0.003177935,0.375866139,2006,0.096666636,0.003514505,-0.019265015,0.023,0.003671117,0.9641,0.032,0.035145051,-0.193,0.037
Region x Season,Temperate Northern Atlantic,Spring,Cumulative_Intensity,0.649275641,3.81E-08,1998,5.79E-05,0.709582295,0.126457997,0.303,0.913432404,0.0027,6.493,7.095822951,1.265,9.134
Region x Season,Temperate Northern Pacific,Summer,Number_MHW_days,0.483666895,2.51E-06,2003,6.27E-04,0.574659249,0.208810433,0.048,0.921780192,0.0931,4.837,5.746592487,2.088,9.218
Region x Season,Temperate Northern Pacific,Summer,Nevents,0.035234967,3.15E-06,2003,6.99E-04,0.035581974,0.022017246,0.063,0.041242578,0.0802,0.352,0.355819737,0.220,0.412
Region x Season,Temperate Northern Pacific,Summer,Mean_Intensity,0.006697921,0.00165524,2005,8.66E-04,0.007660644,-0.001657939,0.637,0.00386823,0.5923,0.067,0.076606442,-0.017,0.039
Region x Season,Temperate Northern Pacific,Summer,Maximum_Intensity,0.020499323,1.31E-05,2003,2.25E-05,0.022249812,-0.006773696,0.573,0.027921649,0.0358,0.205,0.222498124,-0.068,0.279
Region x Season,Temperate Northern Pacific,Summer,Cumulative_Intensity,1.124664373,1.25E-06,2003,4.04E-04,1.378632896,0.431822613,0.055,2.378922578,0.0501,11.247,13.78632896,4.318,23.789
Region x Season,Temperate Northern Pacific,Autumn,Number_MHW_days,0.42232617,9.34E-07,2002,2.04E-04,0.543774188,0.116058034,0.319,1.043463362,0.0039,4.223,5.437741881,1.161,10.435
Region x Season,Temperate Northern Pacific,Autumn,Nevents,0.025639914,3.77E-07,2002,1.52E-04,0.025359396,0.010872561,0.239,0.03939924,0.0026,0.256,0.253593959,0.109,0.394
Region x Season,Temperate Northern Pacific,Autumn,Mean_Intensity,0.00418892,0.016919054,2005,0.014555598,0.004909323,-0.001555717,0.785,-1.05E-04,1.0000,0.042,0.049093229,-0.016,-0.001
Region x Season,Temperate Northern Pacific,Autumn,Maximum_Intensity,0.012685557,0.001355162,2005,0.002302679,0.012459962,-4.11E-04,0.941,0.014301,0.3870,0.127,0.124599616,-0.004,0.143
Region x Season,Temperate Northern Pacific,Autumn,Cumulative_Intensity,0.762675744,1.68E-07,2002,7.88E-05,1.050468184,0.213013727,0.216,2.092096004,0.0026,7.627,10.50468184,2.130,20.921
Region x Season,Temperate Northern Pacific,Winter,Number_MHW_days,0.221037406,2.66E-04,1994,0.007544441,0.310920898,-0.080070126,0.502,0.259940274,0.0505,2.210,3.10920898,-0.801,2.599
Region x Season,Temperate Northern Pacific,Winter,Nevents,0.016133022,1.26E-04,1994,0.00432947,0.01797686,-0.00598362,0.502,0.01655246,0.0460,0.161,0.179768595,-0.060,0.166
Region x Season,Temperate Northern Pacific,Winter,Mean_Intensity,0.004914385,0.005359425,1997,0.004986609,0.004575696,0.006041279,0.260,-0.001630143,0.5283,0.049,0.045756955,0.060,-0.016
Region x Season,Temperate Northern Pacific,Winter,Maximum_Intensity,0.009875567,7.10E-05,1996,0.001981753,0.008980852,0.01151651,0.138,0.005336671,0.2901,0.099,0.089808519,0.115,0.053
Region x Season,Temperate Northern Pacific,Winter,Cumulative_Intensity,0.338608714,4.78E-05,1994,0.001981753,0.508736413,-0.076316122,0.583,0.393177395,0.0313,3.386,5.08736413,-0.763,3.932
Region x Season,Temperate Northern Pacific,Spring,Number_MHW_days,0.208302141,0.001528084,2013,0.024884015,0.33654221,0.041823089,0.292,-1.148417621,0.7545,2.083,3.365422104,0.418,-11.484
Region x Season,Temperate Northern Pacific,Spring,Nevents,0.01479339,0.001104298,2013,0.026949958,0.018359119,0.004990988,0.263,0.007085807,0.9170,0.148,0.183591192,0.050,0.071
Region x Season,Temperate Northern Pacific,Spring,Mean_Intensity,0.00745749,0.00308075,1997,0.001069459,0.008663328,0.001511542,0.893,-0.001981255,0.6238,0.075,0.086633277,0.015,-0.020
Region x Season,Temperate Northern Pacific,Spring,Maximum_Intensity,0.016091041,1.10E-04,1997,5.04E-04,0.017390001,0.007252621,0.499,0.005468198,0.4982,0.161,0.173900005,0.073,0.055
Region x Season,Temperate Northern Pacific,Spring,Cumulative_Intensity,0.388063153,6.13E-04,1994,0.015839199,0.58940068,0.152138576,0.760,0.465214674,0.1186,3.881,5.8940068,1.521,4.652
Region x Season,Tropical Atlantic,Summer,Number_MHW_days,0.225683145,2.88E-05,2002,5.62E-04,0.406938354,0.057495278,0.415,0.559836009,0.1119,2.257,4.069383539,0.575,5.598
Region x Season,Tropical Atlantic,Summer,Nevents,0.020605281,2.21E-04,1997,0.003093543,0.028785519,-0.001002899,0.964,0.025994241,0.1543,0.206,0.287855186,-0.010,0.260
Region x Season,Tropical Atlantic,Summer,Mean_Intensity,-0.003112571,0.010723676,1996,17,-0.003129204,-0.002897101,0.692,-0.00172462,0.4275,-0.031,-0.031292036,-0.029,-0.017
Region x Season,Tropical Atlantic,Summer,Maximum_Intensity,-7.31E-04,0.700619648,1984,0.876069252,-0.001192177,0.042667799,0.296,7.04E-04,0.8015,-0.007,-0.011921768,0.427,0.007
Region x Season,Tropical Atlantic,Summer,Cumulative_Intensity,0.272143876,2.11E-05,2002,6.99E-04,0.486157359,0.065335297,0.349,0.722786675,0.0744,2.721,4.861573589,0.653,7.228
Region x Season,Tropical Atlantic,Autumn,Number_MHW_days,0.46100007,1.60E-08,2001,2.78E-06,0.643019479,0.06294973,0.256,0.99942042,0.0103,4.610,6.430194794,0.629,9.994
Region x Season,Tropical Atlantic,Autumn,Nevents,0.038402835,6.04E-08,2001,6.37E-06,0.039496325,0.007700481,0.206,0.039756705,0.0320,0.384,0.394963247,0.077,0.398
Region x Season,Tropical Atlantic,Autumn,Mean_Intensity,-0.002285788,0.032995395,2002,0.034085081,-0.003083527,0.00215215,0.450,-0.001266756,0.5813,-0.023,-0.030835274,0.022,-0.013
Region x Season,Tropical Atlantic,Autumn,Maximum_Intensity,3.47E-04,0.806710622,1994,1,-6.36E-04,-0.012290799,0.360,-0.00114865,0.5144,0.003,-0.006358044,-0.123,-0.011
Region x Season,Tropical Atlantic,Autumn,Cumulative_Intensity,0.518805771,4.07E-08,2001,4.84E-06,0.714790795,0.065193973,0.381,1.026105486,0.0086,5.188,7.147907955,0.652,10.261
Region x Season,Tropical Atlantic,Winter,Number_MHW_days,0.444044272,1.83E-08,2001,1.09E-05,0.651728744,0.044845626,0.538,1.32799827,0.0003,4.440,6.517287438,0.448,13.280
Region x Season,Tropical Atlantic,Winter,Nevents,0.036545239,1.01E-07,2001,2.10E-05,0.03820412,0.00389599,0.538,0.071097576,0.0019,0.365,0.382041202,0.039,0.711
Region x Season,Tropical Atlantic,Winter,Mean_Intensity,-0.003013029,0.013956996,2002,0.011745779,-0.00324006,0.002501992,0.415,-0.00172142,0.5813,-0.030,-0.032400601,0.025,-0.017
Region x Season,Tropical Atlantic,Winter,Maximum_Intensity,-6.64E-04,0.616375003,2002,0.786729254,-6.40E-04,0.002692336,0.608,0.00541681,0.4173,-0.007,-0.006395868,0.027,0.054
Region x Season,Tropical Atlantic,Winter,Cumulative_Intensity,0.465343004,4.65E-08,2001,2.72E-05,0.708639288,0.065608256,0.284,1.361214198,0.0015,4.653,7.08639288,0.656,13.612
Region x Season,Tropical Atlantic,Spring,Number_MHW_days,0.315543087,3.53E-05,2001,7.37E-04,0.492152122,0.023628084,0.820,0.733443279,0.0320,3.155,4.921521224,0.236,7.334
Region x Season,Tropical Atlantic,Spring,Nevents,0.022896165,3.53E-05,2001,5.32E-04,0.027689904,0.004376194,0.673,0.039525465,0.0748,0.229,0.276899044,0.044,0.395
Region x Season,Tropical Atlantic,Spring,Mean_Intensity,-0.003914805,0.002547699,2002,0.013949521,-0.003653642,-0.001125786,0.740,-0.003006921,0.3145,-0.039,-0.036536416,-0.011,-0.030
Region x Season,Tropical Atlantic,Spring,Maximum_Intensity,-0.003292405,0.187983838,1998,0.377655244,-0.002918488,-1.00E-03,0.902,0.001828139,0.8622,-0.033,-0.029184878,-0.010,0.018
Region x Season,Tropical Atlantic,Spring,Cumulative_Intensity,0.366014022,8.62E-05,2001,0.001250857,0.572666801,0.011243228,0.974,0.825805514,0.0372,3.660,5.726668008,0.112,8.258
Region x Season,Eastern Indo-Pacific,Summer,Number_MHW_days,0.309418802,1.05E-04,2001,0.001884355,0.405561199,0.009743504,0.922,0.640757487,0.0372,3.094,4.055611989,0.097,6.408
Region x Season,Eastern Indo-Pacific,Summer,Nevents,0.020034757,6.98E-04,2001,0.002083804,0.019737051,0.001689032,0.871,0.018597282,0.4149,0.200,0.197370512,0.017,0.186
Region x Season,Eastern Indo-Pacific,Summer,Mean_Intensity,-0.001078783,0.40811042,2012,0.906721536,-9.22E-04,7.74E-04,0.734,-0.003339527,0.5915,-0.011,-0.00921828,0.008,-0.033
Region x Season,Eastern Indo-Pacific,Summer,Maximum_Intensity,0.002588319,0.158606077,1995,0.170869902,0.002094745,-0.01557648,0.101,5.52E-04,0.8349,0.026,0.020947448,-0.156,0.006
Region x Season,Eastern Indo-Pacific,Summer,Cumulative_Intensity,0.389714101,2.21E-04,2001,0.003752746,0.528934003,0.015189688,0.974,0.714473318,0.0320,3.897,5.289340026,0.152,7.145
Region x Season,Eastern Indo-Pacific,Autumn,Number_MHW_days,0.283330092,5.28E-05,2001,0.00153752,0.531878555,0.003199607,0.871,1.056086045,0.0201,2.833,5.318785552,0.032,10.561
Region x Season,Eastern Indo-Pacific,Autumn,Nevents,0.020208134,0.001151461,2001,0.005474215,0.020669683,-0.002887246,0.820,0.029081726,0.1742,0.202,0.206696827,-0.029,0.291
Region x Season,Eastern Indo-Pacific,Autumn,Mean_Intensity,-0.002274712,0.04145691,2002,0.235058727,-0.002122485,-0.001257575,0.880,-0.003370228,0.2843,-0.023,-0.021224849,-0.013,-0.034
Region x Season,Eastern Indo-Pacific,Autumn,Maximum_Intensity,-0.001124038,0.583967534,1999,1,-6.62E-04,0.001915027,0.762,2.60E-04,0.9579,-0.011,-0.00662143,0.019,0.003
Region x Season,Eastern Indo-Pacific,Autumn,Cumulative_Intensity,0.33664623,1.68E-04,2001,0.003093543,0.62910864,0.009423429,0.871,1.141377471,0.0497,3.366,6.291086398,0.094,11.414
Region x Season,Eastern Indo-Pacific,Winter,Number_MHW_days,0.351071938,7.36E-07,1998,4.51E-04,0.43179069,0.190026579,0.149,0.661036886,0.0092,3.511,4.317906904,1.900,6.610
Region x Season,Eastern Indo-Pacific,Winter,Nevents,0.024099985,4.68E-06,2001,9.13E-04,0.021824291,0.019613963,0.041,0.02431609,0.1095,0.241,0.218242914,0.196,0.243
Region x Season,Eastern Indo-Pacific,Winter,Mean_Intensity,-0.001475265,0.239293512,2002,0.222181346,-0.00135282,0.005376697,0.110,-9.71E-04,0.5376,-0.015,-0.013528205,0.054,-0.010
Region x Season,Eastern Indo-Pacific,Winter,Maximum_Intensity,5.03E-04,0.806710622,2002,1,-3.43E-04,0.010586521,0.065,0.003130859,0.4957,0.005,-0.003431118,0.106,0.031
Region x Season,Eastern Indo-Pacific,Winter,Cumulative_Intensity,0.364822119,1.68E-06,1998,6.99E-04,0.486620605,0.204229941,0.174,0.66926227,0.0122,3.648,4.866206048,2.042,6.693
Region x Season,Eastern Indo-Pacific,Spring,Number_MHW_days,0.294879955,8.11E-06,2001,2.72E-04,0.30098896,0.035003403,0.626,0.447876961,0.0372,2.949,3.009889604,0.350,4.479
Region x Season,Eastern Indo-Pacific,Spring,Nevents,0.017553543,1.84E-04,2000,5.04E-04,0.016169561,-5.25E-04,1.000,0.010214897,0.2839,0.176,0.161695612,-0.005,0.102
Region x Season,Eastern Indo-Pacific,Spring,Mean_Intensity,-0.001790096,0.126938771,2002,0.176057562,-0.001582105,0.002882309,0.450,-0.001625374,0.7212,-0.018,-0.015821047,0.029,-0.016
Region x Season,Eastern Indo-Pacific,Spring,Maximum_Intensity,-0.001215487,0.753082136,1995,0.830882032,-0.001107497,-0.029669726,0.016,-0.00599741,0.2110,-0.012,-0.011074975,-0.297,-0.060
Region x Season,Eastern Indo-Pacific,Spring,Cumulative_Intensity,0.365718303,2.88E-05,1999,0.001127002,0.366708283,0.002692085,1.000,0.531581205,0.0130,3.657,3.667082835,0.027,5.316
Region x Season,Central Indo-Pacific,Summer,Number_MHW_days,0.338623918,2.98E-06,2000,2.04E-04,0.433612086,0.057727441,0.675,0.674708341,0.0112,3.386,4.336120858,0.577,6.747
Region x Season,Central Indo-Pacific,Summer,Nevents,0.027897317,1.71E-05,1997,3.82E-04,0.028937315,-0.005679411,0.620,0.032733119,0.0235,0.279,0.289373147,-0.057,0.327
Region x Season,Central Indo-Pacific,Summer,Mean_Intensity,-0.002658401,5.39E-04,2006,0.00432947,-0.002438805,-8.89E-04,0.528,-0.002289068,0.3444,-0.027,-0.024388049,-0.009,-0.023
Region x Season,Central Indo-Pacific,Summer,Maximum_Intensity,4.39E-04,0.934998804,1994,0.937759878,-1.19E-04,-0.019803385,0.017,-0.00117589,0.7074,0.004,-0.001185767,-0.198,-0.012
Region x Season,Central Indo-Pacific,Summer,Cumulative_Intensity,0.453454445,4.68E-06,1997,2.72E-04,0.545918237,-0.073357779,0.620,0.70536223,0.0072,4.535,5.45918237,-0.734,7.054
Region x Season,Central Indo-Pacific,Autumn,Number_MHW_days,0.305515629,4.18E-06,1997,1.35E-04,0.44615366,-0.032162001,0.620,0.443699031,0.0142,3.055,4.461536599,-0.322,4.437
Region x Season,Central Indo-Pacific,Autumn,Nevents,0.025997187,3.53E-05,1997,3.41E-04,0.027834033,-0.004372897,0.685,0.027408966,0.0650,0.260,0.278340325,-0.044,0.274
Region x Season,Central Indo-Pacific,Autumn,Mean_Intensity,-0.002061982,0.003451102,2006,0.006890057,-0.002174497,-3.80E-04,0.726,-1.89E-04,0.9641,-0.021,-0.02174497,-0.004,-0.002
Region x Season,Central Indo-Pacific,Autumn,Maximum_Intensity,-4.27E-04,0.735453618,2006,0.816045026,-8.86E-04,0.00258105,0.272,0.003848156,0.6204,-0.004,-0.008862719,0.026,0.038
Region x Season,Central Indo-Pacific,Autumn,Cumulative_Intensity,0.373094415,1.71E-05,1997,2.72E-04,0.528259845,-0.059973066,0.558,0.479618842,0.0299,3.731,5.282598447,-0.600,4.796
Region x Season,Central Indo-Pacific,Winter,Number_MHW_days,0.322416867,2.74E-08,1997,1.62E-05,0.467537544,0.02801857,0.753,0.493878563,0.0016,3.224,4.675375443,0.280,4.939
Region x Season,Central Indo-Pacific,Winter,Nevents,0.027446534,2.16E-07,1997,3.99E-05,0.030510554,-3.07E-04,1.000,0.033385406,0.0047,0.274,0.305105541,-0.003,0.334
Region x Season,Central Indo-Pacific,Winter,Mean_Intensity,-0.00118414,0.078525511,2002,0.034085081,-0.001170069,2.35E-04,0.740,0.001223177,0.3145,-0.012,-0.011700693,0.002,0.012
Region x Season,Central Indo-Pacific,Winter,Maximum_Intensity,0.001668213,0.067367792,2009,0.133626528,0.001865444,-0.001062393,0.514,0.006203714,0.1272,0.017,0.018654435,-0.011,0.062
Region x Season,Central Indo-Pacific,Winter,Cumulative_Intensity,0.407964751,2.74E-08,1997,1.62E-05,0.58331943,0.033947584,0.822,0.558719708,0.0016,4.080,5.833194303,0.339,5.587
Region x Season,Central Indo-Pacific,Spring,Number_MHW_days,0.300953188,8.11E-06,1997,2.72E-04,0.40266523,-0.074701267,0.392,0.462457305,0.0083,3.010,4.026652302,-0.747,4.625
Region x Season,Central Indo-Pacific,Spring,Nevents,0.026435259,3.53E-05,1997,2.72E-04,0.027941023,-0.009081762,0.392,0.034490839,0.0471,0.264,0.279410228,-0.091,0.345
Region x Season,Central Indo-Pacific,Spring,Mean_Intensity,-0.002614828,0.003718462,2000,0.031541332,-0.002464022,-8.45E-04,0.780,-0.002173932,0.2594,-0.026,-0.024640219,-0.008,-0.022
Region x Season,Central Indo-Pacific,Spring,Maximum_Intensity,-3.40E-04,0.78871949,1983,1,-6.49E-04,-0.004122984,1.000,3.83E-04,0.8846,-0.003,-0.006492551,-0.041,0.004
Region x Season,Central Indo-Pacific,Spring,Cumulative_Intensity,0.373195521,1.71E-05,1997,3.05E-04,0.508326459,-0.111892854,0.344,0.5698588,0.0161,3.732,5.083264593,-1.119,5.699
Region x Season,Western Indo-Pacific,Summer,Number_MHW_days,0.319664938,3.34E-06,2004,3.61E-04,0.419041902,0.094720576,0.291,1.049520685,0.0100,3.197,4.190419016,0.947,10.495
Region x Season,Western Indo-Pacific,Summer,Nevents,0.030856361,8.11E-06,2004,5.04E-04,0.029881619,0.012085405,0.316,0.054268487,0.0280,0.309,0.298816194,0.121,0.543
Region x Season,Western Indo-Pacific,Summer,Mean_Intensity,-8.46E-04,0.204097893,2007,0.203895942,-8.52E-04,0.001404377,0.311,-6.97E-04,0.7665,-0.008,-0.008520114,0.014,-0.007
Region x Season,Western Indo-Pacific,Summer,Maximum_Intensity,0.003743495,0.054552843,1996,0.222181346,0.002521169,-0.004602373,0.692,0.002688202,0.4806,0.037,0.025211694,-0.046,0.027
Region x Season,Western Indo-Pacific,Summer,Cumulative_Intensity,0.42529997,4.18E-06,2004,4.51E-04,0.555633035,0.130617923,0.267,1.434009123,0.0124,4.253,5.556330353,1.306,14.340
Region x Season,Western Indo-Pacific,Autumn,Number_MHW_days,0.313788696,4.68E-06,2004,4.51E-04,0.434987133,0.130973497,0.154,0.742892295,0.0582,3.138,4.349871326,1.310,7.429
Region x Season,Western Indo-Pacific,Autumn,Nevents,0.026918767,3.91E-05,1996,23,0.025692725,-0.021838314,0.488,0.036028581,0.0093,0.269,0.256927253,-0.218,0.360
Region x Season,Western Indo-Pacific,Autumn,Mean_Intensity,-0.001570001,0.126938771,2005,0.215950411,-0.001831174,8.62E-04,0.710,-7.15E-04,0.9016,-0.016,-0.018311735,0.009,-0.007
Region x Season,Western Indo-Pacific,Autumn,Maximum_Intensity,0.001238257,0.568066961,1996,1,3.09E-04,-0.01165793,0.553,-8.24E-04,0.8255,0.012,0.003093991,-0.117,-0.008
Region x Season,Western Indo-Pacific,Autumn,Cumulative_Intensity,0.37392325,9.04E-06,2004,7.78E-04,0.554660401,0.172140258,0.154,0.912484807,0.0690,3.739,5.546604007,1.721,9.125
Region x Season,Western Indo-Pacific,Winter,Number_MHW_days,0.295589453,4.18E-06,2005,2.72E-04,0.394805271,0.071130754,0.264,0.619402193,0.0435,2.956,3.948052707,0.711,6.194
Region x Season,Western Indo-Pacific,Winter,Nevents,0.023541868,3.19E-05,2004,7.78E-04,0.02443301,0.008026423,0.342,0.036448454,0.0956,0.235,0.244330101,0.080,0.364
Region x Season,Western Indo-Pacific,Winter,Mean_Intensity,-0.001070326,0.078525511,2001,0.151326393,-7.52E-04,0.002417588,0.230,-0.002102697,0.2389,-0.011,-0.007523135,0.024,-0.021
Region x Season,Western Indo-Pacific,Winter,Maximum_Intensity,8.92E-04,0.700619648,1985,1,7.50E-04,0.007826554,1.000,0.001959853,0.2552,0.009,0.007498109,0.078,0.020
